published_path,split,label,source_id,source_license,privacy_group_id,published_sha256,published_size,orientation,privacy_transform,label_path,label_sha256,target_boxes
datasets/karaagro-faw-larva-det-v2-1/images/val/img_d76f4ed90ab74b4af53ca114.jpg,val,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_5bbd328fea887b7136f537ed,12634fe8755b9fbf6eec2aaac4df4943c5674ed70c80b6f8bc6895142b9dc5f1,2524078,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_d76f4ed90ab74b4af53ca114.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/val/img_0e4d26d0262884200cfaf0a2.jpg,val,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_882bbc74590dfc06c5358f0b,db6a286f4e7a6adc44f8de569f06dec1aae016adb3921d77c5e0d94aeb09350c,149815,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_0e4d26d0262884200cfaf0a2.txt,fc02e5ecffb6abec2e6284f74e24e48cf78080b8c1a6443432af0ac07396bb7c,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_eb83630ff17ebc81cbffb70f.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_e1a3d7575fa9f0021b690442,cc639e1aa63565f11bc6fcc966f0d6836c4b8fbac5d467b5838b91a4fbe428a6,39458,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_eb83630ff17ebc81cbffb70f.txt,02c5500b6fca049429e1672c87f92d3e878a81d74411d726f347775dd9136eb0,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_7d8874b1bf6299ec7738fcd1.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_29ab86c843fbfa9613462537,af83eae456d458040052ccab13597f58ce7ec5b6e25007d923192ae302419df4,79996,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_7d8874b1bf6299ec7738fcd1.txt,7996e03af7f365e4b72e8e4a0e1f37a211b4eebc8d0085c2a69cf721d7656610,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_107f2fb17577f77b5c0b615a.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_7deb37f1fedddfb47f54ef49,905852c78b671758e195d54f83bcc539a5a075a078ddd67c21f54b2b642136e1,77376,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_107f2fb17577f77b5c0b615a.txt,bad212be0aaf07e33306e11559d06d8f08ada42ba076f34ee1bc8ad8a5ea6ca6,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_4ab5c79af94fe6859ee493af.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_edb1214ce0b36b4701a6f47f,4e678598e8c2004b1cee3f5cf0f8d558be4cf20fe0b74e323dd35dc824dc5b67,33377,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_4ab5c79af94fe6859ee493af.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_be5b889f2e649d13bb5df3c3.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_b6a5f05238ec4ac62d9aad41,4782bc6f31b552c988c4fb7bfbbe15677057e9c884859501a63f460e6f536b15,1115875,6,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_be5b889f2e649d13bb5df3c3.txt,f8416987503d67109941a14c74dec74d630e1a520316e8b3f2b577eb3d11ad08,1
datasets/karaagro-faw-larva-det-v2-1/images/val/img_d702f78b4a19cf95e60df96b.jpg,val,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_7066c864d2b6d5491ed9632d,dcba7067834a49bd4d9bb7ff361f46ea16a3eb796e8655398b9af41a915dfec7,167028,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_d702f78b4a19cf95e60df96b.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/val/img_d86e36a2d5625cbb57729dfa.jpg,val,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_06347d30fd5809f3445b4f87,22fa537467d71dbf8f7be82aab19de641190402946654c2533fa9146d288e4d6,75968,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_d86e36a2d5625cbb57729dfa.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_095088cdb57cdbe0e8c47d87.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_121b2a0dfb35ded075f59980,7d3068a9b05f37a46993057ae2ed364c7bf7e1c29cc0c44b0892cd291a2bab4c,27559,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_095088cdb57cdbe0e8c47d87.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/val/img_609faa25b1650320bc5af839.jpg,val,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_f265487ea8c1807142bddea9,4e45496ec15b1a725bccc48be799c1431ca97a20fecd00f1c4c3f5a6947f6195,296926,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_609faa25b1650320bc5af839.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_0b5ffe0de28196b11ad9fec1.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_79c5a4898665175be980abf0,7145e9fe16f1ba78735bf520340328fed9e746b9e7f93de437e5b1d08e12e8be,3833816,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_0b5ffe0de28196b11ad9fec1.txt,bdee82abb51bedf1ed0dfec96eccd17386060407552ab0704d7ef0803a74c72a,1
datasets/karaagro-faw-larva-det-v2-1/images/val/img_108ca011ee06af2c791b3f10.jpg,val,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_c97c836a6094825bbe093fc3,0220f3546d0d562bc8c4fcae5af6e610634607965a0de6b222bde5e50a7573ad,80363,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_108ca011ee06af2c791b3f10.txt,5a596ecd77c9228cb77f20c763e58e71d24e11ad5cfab08532357229553f6ef0,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_a7d08054aa69c63a32420bac.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_c1b7a798a93ca65ede02fcb7,57b96e840b80d092c1a6753347b634ac9d34e81f9fe226a205f1b94265f10d25,6940208,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_a7d08054aa69c63a32420bac.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_4ee5c2f255e9315c07d0dfe1.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_62b10f978ad257867baaeaee,2bbc96bcad50f26ab352c6db019d648ecac4dc7f51a4123c9d5b52f19a85d3c9,5104681,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_4ee5c2f255e9315c07d0dfe1.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_f942ed9c3cf12dc8c2f6b0e0.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_b8efa2e507002ad0f107bea4,28c7eb1c84a644229470a2769b2f47f1bbfa56a0ae4cf7273133888f36900116,1541898,6,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_f942ed9c3cf12dc8c2f6b0e0.txt,c655f888ccbb78f42f49b20a62322e5c5f9a4a13eea5138a820bbc1071e8f36f,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_9eabc6469c5166cd74c8dea5.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_ec222898d7ba57e2e9c3c069,b66e889c5fb362c43d35dccbfec77b419d144c433f4f81700e7e554c6c53192d,64549,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_9eabc6469c5166cd74c8dea5.txt,a94ff245059831de53ef9dc523e40df361cb04521030d1519980939e92cbd4de,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_25e928f1dc03f439193cca02.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_8a5eec0744fde0c512ebb431,a49339199cfd277cce0df7c56c3fd1ecdae736554d174bc214a8729c0028ad2c,1471431,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_25e928f1dc03f439193cca02.txt,903903604fd921950b5fc3aba23ecaaa84f64a59582ac86cc4beb39512d49371,1
datasets/karaagro-faw-larva-det-v2-1/images/val/img_9e9dbdef51bab7c4dc889e60.jpg,val,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_a16bd86ca1731d53a2993b2f,3e7ab25fc4a02088ac2a5f2d4e98f0a5302e4632216c68257466eac46ff89a27,1143015,6,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_9e9dbdef51bab7c4dc889e60.txt,1cba819da0a60d4fbf5269795f3ebe16b50866f662e020fc69a5a13b757661b5,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_a51a95a31f6e0ae88b1f87c5.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_52ce0144c51797044f5292c6,485fbc90186c10bd974f3b6d008d39d8ee2bec2cc3646315981463af24ecb5ea,5061613,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_a51a95a31f6e0ae88b1f87c5.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/val/img_eb3f9f1ca3b3c2f6e78dfd94.jpg,val,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_2a0aae3032c66e98a2ec69f8,937fc8f8de67d542d19dc2d883641234c76da6728a7da7a9b49a172c8597ae43,2576143,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_eb3f9f1ca3b3c2f6e78dfd94.txt,de64e79df8ff9d2e8ebbfc7c37aad6a574d618a4b66ad2f4afabc47e62606a11,1
datasets/karaagro-faw-larva-det-v2-1/images/val/img_cdb40ae74945847b8f3424a9.jpg,val,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_9b3cfe5655db7541fac8d1b1,c1ab91925c3549e189ac692d272e118816459328b89a1a553e00b88cf8fa0e80,5669176,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_cdb40ae74945847b8f3424a9.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_5ba34aa7f16b5e79ee4cec4a.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_ff064f48fcc420f098c126f0,f8717a8421f861ca21162d87822afd0b690cb5f143f91b70de59a7531050a650,4168481,6,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_5ba34aa7f16b5e79ee4cec4a.txt,ea455e012befca8d7f8692725d054fc1f73e2f7bf30d9207994bf0c2811d2bd5,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_712b4b31d711465623916686.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_2bf3c4a7b32e5acbc868226d,efc18e96bae175dc7f8026d9d07ef8347770c359e162ba534e272bd5fd771232,41967,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_712b4b31d711465623916686.txt,11238c8444692f5afab5e5401a564362ee4c0ad87cbe1c08256c26e377e01bfc,1
datasets/karaagro-faw-larva-det-v2-1/images/val/img_138f62e16f86cd63e6085a2c.jpg,val,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_6100e8a76f92bc61bd404a23,cbc1c06115e5d2bd0b1aa757c8b42402069cec63da7a58316f1b897c68fa869d,2473923,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_138f62e16f86cd63e6085a2c.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_5d9e1b464469ed6c56ed677c.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_a0ee043de5718808fda70bd4,715287091fed273af835c2bfe243e0be45ba3bed04cf69b8f073b33f207ce388,23550,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_5d9e1b464469ed6c56ed677c.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_74b720eadfe582949c33c64c.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_836d4240b70d6f61f3621ca4,b24f1311e395c5262b1eae6021652ca500c0dafe58662ff921054b56e777f578,5189054,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_74b720eadfe582949c33c64c.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_caa7c8387c559933402e77b8.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_60129829c103fbdecad73b0b,e4e3cbbe8afc45a7007de33a7c5f6a38188d118679914f053e1bedde89486acc,47956,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_caa7c8387c559933402e77b8.txt,5e28cf64af0d142e7a24536fefbfa91fd3dad7fcfb39dae3604bea6817686050,1
datasets/karaagro-faw-larva-det-v2-1/images/val/img_1ea5430e119d278905b3db20.jpg,val,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_b78638adcec2395412bfd75b,df38cd2c144f062fba9b0087cbfbb206b7cc8c03445db536264c78318d4fe3e6,4185619,3,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_1ea5430e119d278905b3db20.txt,5495a8be07413798d2bc373a9986e283ad41a9c1a3a9d362b13eecd72ddb226b,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_baec9f535cba970b60beb9cf.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_a55721b0ed324f9d63e67bb9,ce0d170ab2053249d0530844cef7630995e679d5bc6bf5e60e101b22638e7c05,32666,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_baec9f535cba970b60beb9cf.txt,6f5003295ad9de134b403080b0a141e1b62ee362067e45975674ab55fec25dba,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_9eb900d75781abe96402d81d.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_896667058fa0b452fd06a8b7,28eefb2a980318c3feed3e2b2d841c2c9f57d01bb85842e9e87ca146bdb64687,235017,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_9eb900d75781abe96402d81d.txt,c3c62d6089b562e1dd838bd1805123c64d4b417b3c70311a0d694fd5009788ba,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_605e78f8a72f3acd6f04eef6.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_e03fc1f5836ed5a52a32ec93,3a97d4c53fe65097991b3ee2546618b180406a5303050a6ff9598d3b59edaa19,167231,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_605e78f8a72f3acd6f04eef6.txt,e34b1126ec7ee8541688977297c342088de09cde68bf1f4a808bde408bca7bfd,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_b5f7c28e859581b5e119d486.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_7d878f2a7d27ea8000445bcc,372d5601d8ca41842c97930c6320b1e989fce26a3f4990aa0f5f79398e09f21c,5304089,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_b5f7c28e859581b5e119d486.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/val/img_a143be706e5c0c9154f54ee1.jpg,val,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_ec23e3d14e283709504e465c,74ad8a6e1984b7f4fc73226eced53e04b8911380c88e805fb7523b4f8b1b5edf,88023,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_a143be706e5c0c9154f54ee1.txt,42b65c58a0b473a930c588662c0258594b8ba607ead70d62e6ff72329c146d96,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_cf5c2e757903aec44afa2c21.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_da462deae3850e6821dcad3c,d4937ac085fef4971de9d73661c1eaa8af7391978674f3d0616c68a08b495232,7457874,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_cf5c2e757903aec44afa2c21.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/val/img_fa7d570ed8ce35d30ca6ec08.jpg,val,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_63a3cca37429f62e33739eaa,295560b9e5e0e538da0e3df660c588ccca17da921ef98a4ac2e816a614ae897a,32153,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/val/img_fa7d570ed8ce35d30ca6ec08.txt,ccd5445c1379c815df7bbf0b4744fe9e7799cfdd6edb0dfe95c7b52827034c09,1
datasets/karaagro-faw-larva-det-v2-1/images/train/img_51942c105558d8a7ac3f4790.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_dd5ca2a6dba4c53653794425,5baafba5aaf233d770fe30bfeb85af5deda48e7b579f7648ffa84ab2125ab109,1432938,6,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_51942c105558d8a7ac3f4790.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_15127492315035e2b54c1d7a.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_19c6cd14355939f1dcfca241,335e3eb1841252b7e193df7677394aee7de401db5031e9257e0ba96c5d230797,143139,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_15127492315035e2b54c1d7a.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_55eb8bbfcd162db1ecfd8b94.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_5538e1575c7fa8256a21c86d,7f76f452b22887add0bc5995dc5dfad637bf030b412a078cce3759247158ef00,6061009,6,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_55eb8bbfcd162db1ecfd8b94.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_16b1b4adf536af82d64cd64e.jpg,train,negative,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_a3627b034ff9bf4979d8e547,65f3fd67f7feda1bf748d37445cde741be06f3888d1a8fa1021ad9c413c036aa,244029,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_16b1b4adf536af82d64cd64e.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
datasets/karaagro-faw-larva-det-v2-1/images/train/img_976c1ed49cbe68175335eb76.jpg,train,positive,harvard_karaagro_v4.1,CC BY (datasheet; version not specified),grp_296503966b28a4b8edca8d9a,56b2d10ab0341c36346267f92f236fad6a86667b4c15482c6f82f7f35aafddc7,4515164,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,datasets/karaagro-faw-larva-det-v2-1/labels/train/img_976c1ed49cbe68175335eb76.txt,d025f4ea66a72f0affae36a498b7ef83bc2b1b4e2acef4474d7367ad2736d0dc,1
